25 100
13
1 30
2 32623 -1
2 10 4938416
2 10 4938426
3 9999604 2
2 48971 -1
2 41643 -1
2 5 4938436
3 9603141 4
2 6 8179728
2 3 9603141
3 4194298 9
2 7 4194298
3 9958186 -1
2 8 8179734
3 303030 10
2 2 4194305
2 4 4938441
2 12114 331378
2 10 303030
2 4 8179742
2 5 8179746
2 5 8179751
2 8 8179756
3 8249529 6
2 5 8249529
2 5 8179764
2 19536 -1
2 1 313696
2 2 9409401
3 9519922 7
2 8 8179769
3 9324699 2
2 2 9324699
2 5 9519922
3 9213094 1163
2 2 9519910
3 9051515 10
2 4 9051515
2 3 9051519
3 9969071 9
3 9479850 8
2 8 9479850
3 4224598 5
2 23116 -1
2 21277 -1
3 4649099 7
2 9 9969071
2 6 4649099
2 2 9519927
2 7 8179777
2 1 4649072
2 6 8179784
2 4 4224598
2 4 8179790
2 9 8179794
2 1 4224602
3 5183600 -1
3 4224603 8
2 7 4224603
2 26704 -1
2 169166 -1
2 128643 -1
2 10 8179803
2 10 8179813
2 7 8179823
3 9516443 10
3 4984162 6
3 92716 8
2 6 4984162
3 3605179 -1
2 4 92716
3 4648341 10
2 10 4648341
2 7 9516442
2 10 8179830
2 8 8179840
3 8179769 8
3 4648586 9
3 8179830 10
2 6 8179769
3 9969800 5
2 4 92720
2 100572 -1
2 9 4648586
2 9 8179830
2 2 8179775
2 1 4224610
2 3 9051522
3 4932122 7
2 10 8179848
3 9085048 6
2 134742 -1
2 1 4649077
2 4 9516449
3 4648972 1
2 9 8179858
2 2 9781446
2 6 9085048
2 2 9968974
3 9390994 8
2 4 4932122
3 2751037 5
2 83303 -1
2 16162 -1
2 5 2751037
2 4 9969800
3 8983207 8
2 5 8983207
2 10989 343492
2 1 4648972
2 3 4932126
2 6 9390994
2 3 8983212
2 3 9969804
2 8 8179867
2 1 4649105
2 4 8179875
2 2 9391000
3 2281032 6
2 9 8179879
2 8 8179888
2 10 8179896
2 1 4649222
2 4 2281032
2 6 8179906
2 143331 -1
2 9 8179912
2 9 8179921
2 2 2281036
2 1 4801594
2 9 8179930
3 313503 10
2 9 313503
2 2 9969642
2 6 8179939
2 8 8179945
3 4649130 6
2 5 4649130
3 9935025 5
2 10 8179953
2 4 9935025
2 8 8179963
2 8 8179971
2 6 8179979
2 1 313512
3 5061151 1
2 7 8179985
3 9969765 6
2 7 9969765
2 8 8179992
3 4330481 2
3 9520024 5
2 143598 -1
2 5 9520024
2 101605 -1
2 6 8180000
2 5 8180006
2 7 8180011
2 131844 -1
2 2 4330481
3 8954185 5
2 2 9972910
2 5 8954185
3 9520066 7
3 8983142 4
2 9 8180018
2 2 9973161
3 5061316 9
3 8179953 10
2 8 9520066
2 5 5061316
2 43277 -1
2 74375 -1
2 2 9999604
2 7 8179953
3 9781448 2
2 9 8180027
2 6 8180036
3 4648804 2
2 75238 -1
3 2310872 9
3 8777322 9
3 2280802 7
2 10 8180042
2 7 2280802
3 9516431 2
3 2280687 6
3 5075205 3
3 9603174 4
2 3 8179960
2 4 5061321
2 8 2310872
3 9999846 2
3 8983446 1
2 163214 -1
3 9085278 4
3 9085000 6
3 2747957 2808
2 7 8777322
2 7 8180052
2 10 8180059
2 116695 -1
2 9 8180069
2 7 5060538
2 4 5075205
2 7 5060545
2 64962 -1
2 4 8983142
2 2 4648804
2 7 5060552
2 2 8777329
2 9 5060559
3 4647730 10
3 4647688 7
2 10 4647730
3 92742 30660
3 4224296 5
2 184534 -1
2 3 9085278
2 6 2280687
2 103890 -1
2 7 4647688
2 1 2310880
2 7 5060568
3 4330443 1
2 1 4330443
2 84187 -1
2 5 4224296
2 6 9085000
3 4647812 9
2 2 9516431
2 120695 -1
2 1 4649135
2 3 9603174
2 201730 -1
2 4 4647812
2 7 5060575
2 2 9603177
2 72268 -1
2 8 5060582
3 4938394 3
2 6 5060590
3 4648610 5
2 9 5060596
2 3 4938394
2 5 4647816
2 162329 -1
2 72556 -1
3 9969883 8
3 9969224 9
3 2310657 5
3 9603283 4
2 7 9969883
3 4648862 6
2 5 2310657
2 3 9603283
2 78623 -1
2 2 9781448
2 8 9969224
2 3 4648610
2 9 5060605
2 23037 92742
3 4009564 10
2 10 4009564
3 9972676 3
2 3 9972676
2 8 5060614
2 8 5060622
2 48021 -1
2 50983 -1
2 8 5060630
2 4 4648862
2 29923 -1
2 6 5060638
3 9085018 9
2 8 9085018
2 7 5060644
2 8 5060651
2 2 4648613
2 10 5060659
2 4 5060669
3 8180018 9
2 5 8180018
2 6 5060673
3 4648233 6
2 5 4648233
2 169216 -1
3 6090305 6
2 3 8180023
2 3 6090305
3 313696 1
3 9519949 10
2 7 9519949
2 3 6090308
2 3 9519956
2 3 5060679
3 9758485 8
2 5 9758485
2 5 5060682
2 130727 -1
3 8249767 10
2 43397 -1
2 31732 -1
2 8 8249767
3 4330401 1
3 4714887 6
2 6 4714887
3 4984246 4
2 43264 -1
3 4648744 7
3 8249702 1
2 7 4648744
2 9 5060687
3 9390842 8
2 10 5060696
2 7 9390842
2 8 5060706
3 4715135 8
3 9480184 4
2 8 4715135
2 10 5060714
2 4 4984246
2 6 5060724
2 7 5060730
3 9324643 3
2 9 5060737
2 85466 -1
2 74495 -1
3 9519894 3
2 5 5060746
3 9479915 2
2 5122 5876181
2 32209 -1
3 6090222 6
2 6 6090222
3 610685 -1
3 9479721 3
3 9999620 2
2 7 5060751
2 2 4648866
2 3 9479721
2 4 9324643
2 111691 -1
2 6 5060758
2 8 5060764
2 2 8249775
2 1 313696
2 1 4330401
2 3 9479914
2 125651 -1
3 9073817 2
3 4194313 9
2 1 4648238
2 2 9073817
2 100210 -1
3 7066032 -1
2 6 4194313
2 8 5060772
2 7 5060780
3 4224660 8
2 4 9480184
2 132023 -1
2 168084 -1
2 1 4938445
2 6 4224660
2 14150 -1
2 2 4224666
2 1 4983924
2 9 5060787
2 3 4194319
2 3 9519894
3 2310898 1
2 1 2310898
2 9 5060796
3 5972294 8
2 41479 -1
3 2751023 6
2 4 2751023
2 2 2751027
2 9 5060805
3 5060651 8
2 4 5060651
3 8954207 9
2 7 5972294
2 85289 -1
2 3 9758490
3 4647447 8
2 6 4647447
2 7 8954207
2 120659 -1
2 6 5060814
2 5 5060820
3 4330618 8
2 5 4330618
2 8 5060825
3 1957127 135250
2 6 5060833
2 5 5060839
2 2 4647453
2 10 5060844
3 3410894 1
2 147694 -1
2 1 3410894
2 5 5060854
2 3 4330623
2 1 4984008
2 77297 1949710
3 8777366 7
2 7 8777366
2 1 4984114
2 3 5060655
2 1 5060658
2 3 5060859
2 6 5060862
2 98558 -1
2 42918 2027007
2 5 5060868
3 8790709 9
2 2 8954214
2 9 8790709
2 3 5060873
2 36058 -1
2 4 5060876
2 3 5060880
2 2 9999620
2 1 5061106
2 1 5061132
2 6 5060883
2 5 5060889
2 5 5060894
2 10 5060899
2 3 5060909
2 64974 -1
2 8 5060912
2 7 5060920
3 4649122 5
2 3 4649122
2 7 5060927
3 4224805 2
2 7 5060934
3 5061117 4
2 1 5061151
2 8 5060941
3 9376861 10
2 1 5061386
3 4648841 1
2 2 4224805
2 6 9376861
2 9 5060949
3 9324558 1
3 422337 10
3 9969207 6
2 6 9969207
2 10 422337
3 9479971 7
2 119425 -1
2 9 5060958
2 9 5060967
2 1 4648841
2 2 4649125
2 10 5060976
2 1 5088405
3 9516488 4
3 8260864 2
3 9073817 2
3 9972698 9
2 78702 -1
3 8249837 8
3 4648163 8
3 4938407 9
2 10 9972698
2 7 9479971
2 8 4648163
3 4647720 10
2 6 8249837
3 9973075 2
3 5972406 5
3 2281073 1
3 7866904 -1
3 8249645 3
3 8768410 4
2 7 4938407
3 8983254 8
2 7 8983254
3 313236 6
2 1 2281073
2 89680 -1
2 9 4647720
3 4801704 5
2 9 5881303
2 32594 -1
2 1 4647729
2 109095 -1
3 8954273 4
3 9519885 4
2 52359 -1
2 5 4801704
2 2 4938414
3 8983734 7
2 8 5881312
2 1 5225246
3 4649074 3
2 170407 -1
3 2751201 7
3 2280968 9
3 2290855 10
2 2 8249843
3 4194313 6
2 1 5972268
2 9 2280968
2 10 2290855
3 2281015 1
2 3 4649074
3 313361 5
2 9 5881320
2 159648 -1
2 2 8260864
2 129001 -1
2 9 5881329
3 9516341 6
2 110302 -1
2 3 8249645
2 9 5881338
3 4330524 6
3 5060805 9
2 10 5881347
2 6 313236
2 2 9073817
3 9993950 10
2 114934 -1
2 174603 -1
2 1 2281015
2 5 313361
2 5 5972406
3 9479724 10
3 2310902 1
2 1 2310902
3 9324589 7
2 4 5060986
2 4 5061117
2 6 4194313
3 9972731 4
3 9051589 9
3 4715242 10
2 6 4330524
3 8983626 9
3 9999713 2
3 4801541 2
2 8 5060805
2 6 9516341
2 70178 -1
2 10 4715242
2 169690 -1
2 3 8768410
2 184952 -1
3 9607107 9
2 8 9051589
2 2 4801541
2 61444 -1
2 3 9376867
2 153593 -1
2 1 5060813
3 9935025 4
2 5 8954273
3 4633693 6
3 4983858 10
3 2280967 1
2 2 9973075
2 10 4983858
2 9 8983626
3 4647888 3
2 1 2280967
2 4 9516488
3 4330530 2
2 3 4647888
3 4224481 7
2 90400 -1
2 147175 -1
2 154862 -1
3 313061 7
2 162685 -1
3 4984039 4
2 3 4984039
2 169893 -1
3 8983448 5
2 5 9935025
2 92433 -1
2 3 9519885
2 121546 -1
3 2290939 9
2 5 4633693
3 2751167 7
2 3 9972731
2 5 8983448
3 9603392 2
2 131622 -1
3 6484266 -1
3 4938426 10
2 7 313061
2 2 4330530
2 10 4938426
3 9085408 7
2 2 9999713
2 4 2751167
2 2 9999846
2 107364 -1
2 2 2751171
2 9 2290939
2 6 2751201
2 148798 -1
2 7 4224481
2 10 9479724
3 8777197 8
3 4649029 4
2 3 9603392
2 8 8777197
3 4648238 1
3 8954190 9
3 4224357 7
3 3410998 1
2 6 4224357
2 94157 -1
3 4984186 1
2 9 8954190
3 313686 6
2 3 4649029
2 52308 -1
3 9376844 2
3 2851600 -1
2 8 5881357
2 6 313686
2 19705 2069925
2 10 5881365
2 52922 -1
2 117700 -1
2 5 8983734
2 10 5881375
2 1 2751173
2 8 5881385
2 7 9085408
3 8249823 3
2 10 5881393
2 6 9324589
2 8 5881403
2 88518 -1
2 168945 -1
3 5061162 9
2 9 5061162
3 2280626 9
3 9085287 2
2 1 2751207
2 47342 -1
3 9970017 6
3 8249515 6
2 110799 -1
2 128282 -1
3 2310698 7
2 81286 -1
2 10 5881411
2 1 3410998
2 7 2310698
3 9972830 2
2 4 8249515
2 2 8249519
2 125226 -1
2 1 4224363
3 5971893 10
3 9324608 6
2 14213 -1
2 50537 -1
2 9 2280626
2 8 5971893
2 6 9324608
3 9758562 7
2 9 5881421
2 8 5881430
2 4 9970017
2 113461 -1
3 5061091 4
3 8179751 5
3 9973002 3
2 3 8249823
3 9085105 2
3 9390828 6
3 9972548 4
2 5 8179751
3 9972962 2
3 9324626 3
3 8219850 2
2 131532 -1
2 4 5061091
2 6 9390828
2 5 9758562
2 10 5881438
2 3 9973002
2 3 9324626
2 7514 8607546
2 9 8615060
2 1 4633698
2 3 9972548
2 5 8615069
2 1 4648238
2 5 8615074
2 2 5971901
2 2 8219850
2 106018 -1
2 4 8615079
3 313314 1
2 9 8615083
2 3 8615092
2 10 8615095
3 5972348 10
2 89698 -1
2 9 5972348
2 8 8615105
2 2 8983739
2 7 8615113
2 2 9085105
2 9 8615120
2 1 313314
3 8777156 7
2 6 8777156
3 5972306 4
2 1 4649032
2 40659 -1
2 8 8615129
2 155317 -1
2 1 4984042
2 5 8615137
2 2 9085287
3 9085125 2
2 3 5972306
2 7 8615142
3 2750825 9
3 2751221 2
3 4984145 7
2 3 4984145
2 3 4984148
2 10 5881448
3 3410956 1
3 4194241 9
2 148490 -1
2 2 2751221
3 6090278 9
3 4715013 6
2 59855 -1
3 4714800 1
3 4973556 8
3 4330634 1
2 66423 -1
2 4 4715013
3 4194307 6
2 2 4715017
2 10581 1638270
2 3 4194307
3 9409458 8
2 74268 -1
2 8 4973556
2 52746 -1
3 9506476 9
2 10 5881458
2 3898 9473185
2 7 9409458
3 9214323 7
2 7 9214323
2 2 9085125
2 54680 -1
2 122373 -1
2 6 2750825
2 1 3410956
2 10 5881468
2 34065 -1
2 10 5881478
2 8 4194241
2 8 6090278
3 4648825 1
2 10 5881488
2 3 2750831
2 5 9506476
2 9 5881498
2 5 5881507
3 9603459 5
3 9603430 9
3 4647429 9
3 5061198 7
2 4 9506481
2 3 4194310
2 4 9603458
3 9780401 2
3 5843398 11505
3 4649052 2
3 3410812 6
2 10 9603430
3 2280515 4
2 6 3410812
2 133941 -1
2 10 5881512
2 3 2280515
2 82121 -1
2 38001 -1
2 7 5061198
3 9324465 8
3 9506173 7
2 6 9506173
2 4 9324465
2 33103 -1
2 8 4647429
2 6 5881522
3 4983925 8
2 7 4983925
2 6 5881528
2 9822 5843398
2 75511 -1
2 1 2280518
2 136912 -1
3 9071717 1768
3 92708 8
3 2751100 3
3 9781385 5
2 6 92708
3 5084318 4031
3 8777331 6
3 4714867 10
3 1032863 -1
2 9 4714867
3 9972747 8
2 135655 -1
3 4801543 2
3 9603427 3
3 8249739 9
3 9085271 7
3 9972937 2
2 7 9085271
3 2269878 10482
2 9 8249739
3 9506431 10
2 5 9781385
2 9 9972746
3 313654 6
3 1766050 8
3 8260864 2
2 156118 -1
2 10 9506431
2 6 313654
2 131482 -1
2 27808 -1
2 9 5881534
2 1 4194249
3 5060844 10
2 127183 -1
3 4633768 9
2 101951 -1
2 5 8777331
3 9409566 2
2 2 92714
2 59136 -1
2 1 4330634
3 5881478 10
2 108246 -1
2 45724 -1
3 5225086 7
2 2 4649052
2 2 4801543
3 9391011 17190
2 183626 -1
2 5 5225086
3 313696 1
2 10 5060844
2 170279 -1
2 10 5881478
2 10 5881543
2 7 1766050
2 7 4633768
3 4224441 4
3 4194355 2
3 27 2
2 6 5881553
3 5971903 10
2 8 5971903
2 9 5881559
2 5 5881568
2 114811 -1
3 4648776 5
2 1 313696
2 7 5881573
2 1 1766057
2 163970 -1
2 10 5881580
2 9 5881590
2 4 4224441
2 9 5881599
3 4648510 1
2 2 27
2 169620 -1
3 9972780 3
2 147430 -1
2 143116 -1
2 6 5881608
3 9999620 2
2 126961 -1
2 8 5881614
3 4330540 2
2 9 5881622
3 5061325 5
3 8983693 9
2 168223 -1
2 1 4647437
3 4647643 5
2 4 9324469
2 2 4194355
2 3 2751100
2 9 8983693
2 2 4330540
3 9506201 5
2 5 4647643
3 4983851 5
2 1 4648510
2 2 4633775
3 313315 9
2 10 5881631
2 5 4648776
2 6 313315
2 5 4983851
2 105456 -1
2 129447 -1
2 10 5881641
2 18780 -1
3 9972872 2
3 2751029 8
3 9935108 2
2 90926 -1
3 4224621 10
2 2 5225091
3 4904711 18545
3 9972983 6
2 7 2751029
3 2571967 8
3 2280856 7
2 9 4224621
2 5 5061325
3 4984152 2
2 10 5881651
3 6767228 -1
3 9969557 3
3 9480056 8
3 373828 5908
3 5225204 7
2 57242 -1
2 1 2751036
2 5 9506201
3 9970023 3
2 9 5881661
2 6 9970021
3 4983841 10
2 7 2280856
2 26543 4904711
2 5 9972983
3 9051525 10
2 1 4224630
2 7 5225204
2 161778 -1
3 313144 10
2 5 2571967
2 9 313144
2 101339 -1
2 7 9480056
2 123243 -1
2 6 4983841
2 1 313153
3 4648781 1
2 9 9051525
2 9 5881670
2 7 5881679
3 5345750 23946
3 4647664 6
2 1 4648781
2 5 4647664
2 2 5971911
2 3 313321
2 7 5881686
2 1 4647669
2 3 2571972
3 5881357 8
2 195418 -1
2 14981 364275
2 5 5881357
2 5 5881693
2 60 1648851
3 9324534 3
3 9084937 5
2 2 8260864
2 2 9376844
2 8 5881698
2 4 4983847
2 1 4648825
3 2280598 9
3 313474 4
2 7 2280598
3 5088349 7
3 8249837 6
2 8 1648911
2 3 4984151
2 10 1648919
2 151910 -1
2 7 1648929
2 3597 9599538
2 3 5881362
2 3 9324534
2 3 9603427
2 1 4714800
3 5088391 8
2 108463 -1
2 5 9084937
2 119699 -1
2 6 8249837
3 9969678 6
2 5 9969678
2 7 5088391
2 1 4714876
2 3 9969557
2 3 313474
3 2281044 7
2 10 1648936
2 2 2280605
2 1 313477
2 5 2281044
2 8 1648946
3 9972592 3
3 395502 8
2 5 395502
3 8179971 8
2 3 395507
2 9 1648954
2 7 8179971
2 63955 -1
2 10 1648963
2 9 1648973
2 10 1648982
2 1 4983932
2 52588 -1
2 2 2281049
3 9506422 9
3 395507 3
3 4984034 5
3 5881599 9
2 85993 -1
2 8 5881599
3 8179888 8
2 9 9506422
3 3410959 5
2 5 3410959
2 3 395507
2 10 1648992
2 5 4984034
2 175719 -1
2 1 4984186
3 5061061 8
2 3 9972592
2 145625 -1
3 8260898 3
2 4 8260898
2 8 5061061
3 92742 23037
3 5060575 7
2 2 9409566
2 3 9972780
2 9 1649002
3 9999615 5
2 10 1649011
2 6 5060575
2 1 5060581
2 6 9999615
2 9 1649021
3 313433 8
2 10 1649030
3 9999706 5
2 5 9999706
3 4648249 6
2 8 313433
3 8249497 6
2 8 8179888
2 6 4648249
3 6797345 -1
2 64179 -1
2 62880 -1
2 9 1649040
2 3 8249497
2 7 1649049
3 8249629 9
3 9073868 3
3 5060538 7
2 5 5060538
2 83107 -1
2 4 8249629
3 4279309 -1
2 7 1649056
2 10 1649063
2 28975 92742
2 9 1649073
2 4 8249633
2 4 1649082
2 7 1649086
3 8249874 4
2 126776 -1
2 46420 -1
2 7 1649093
3 313204 10
2 8 313204
3 4009659 1
2 1 4009659
2 6 1649100
2 1 5088398
2 6 1649106
2 7 1649112
2 12869 9391010
2 7 1649119
3 9999595 5
2 1 5881607
3 8790636 4
2 8 1649126
2 10 8226377
2 5 8249874
2 2 313212
2 9 8226387
2 7 8226396
3 9084953 10
3 4224611 10
2 1 5881706
2 65948 -1
2 7 4224611
2 2 5060543
2 5 9999595
2 8 9084953
2 69976 -1
2 1 5972301
2 150352 -1
2 2 9084961
2 6 1649134
2 2 9603462
2 6 8226403
2 133501 -1
3 9972680 8
3 9520416 79122
2 10 8226409
3 9519998 7
2 9 9972679
2 10 8226419
2 2 9758567
2 206499 -1
2 3 4224618
3 4648448 4
3 4224630 1
3 9462042 11143
2 8 9519998
2 8 8226429
2 2 9780401
2 6 8226437
2 7 8226443
2 1 4224630
2 4 4648448
2 10 8226450
2 113116 -1
3 8983142 4
2 5 8226460
3 9607192 2
3 5061253 4
2 5 8226465
3 9520342 2
3 4330747 6
2 9 8226470
3 5971911 2
2 1 5972309
2 3 8249500
2 1 5972357
2 1 5972384
3 4633520 4
2 8 8226479
2 4 4633520
2 5 4330747
2 5 8226487
2 5 8226492
3 9085061 2
2 37200 9520416
3 2310849 6
2 7 8226497
2 10 8226504
2 2 5971911
2 48762 -1
3 5061139 1
2 96594 -1
2 4 5061253
2 8 8226514
3 422451 1
2 57186 -1
3 6710486 -1
2 10 8226522
2 7 8226532
3 2751129 9
2 49889 -1
3 9972720 6
3 4647637 1
3 9972698 10
2 5 2310849
2 1 422451
2 1 2310854
3 9519968 5
2 8 2751129
3 6090260 4
3 8777197 8
2 8 8777197
2 2 9085061
3 4224630 1
2 2 9607192
3 9390926 10
3 9506621 9
2 9 9390926
2 8 9506621
3 4648239 10
2 198144 -1
2 204753 -1
2 108432 -1
3 4715199 10
2 5 9519968
3 9969233 9
2 6 9972720
2 4 6090260
2 7 4648239
2 59850 -1
2 5 4715199
2 10 9969232
2 9 9972698
3 4032470 2
2 4 8790636
3 5971969 8
2 6 5971969
3 313212 2
2 1 2751137
2 145852 -1
3 5225247 1
3 5225300 1
2 1 4224630
3 313709 6
3 380607 3
2 6 313709
3 2280839 9
2 79995 -1
3 9969514 5
2 10 8226539
2 110727 -1
3 9520189 8
3 5225122 5
2 5 4715204
3 313242 10
3 9972842 2
3 8249904 5
3 2290919 8
2 7 2290919
2 175411 -1
2 8 9520189
3 2751208 6
2 10 313242
2 68612 -1
2 7 2280839
2 6 2751208
2 2 313212
3 1648936 10
2 195258 -1
2 2 2280846
2 1 2290926
3 8768417 2
2 69914 -1
2 7 1648936
2 2 4032470
2 1 4330752
3 9607152 3
2 199378 -1
2 138187 -1
2 12166 9452974
3 9073795 6
2 32992 9557616
2 9 8226549
2 1 4647637
3 9999912 9
3 9969080 9
2 140260 -1
2 4 8983142
2 2 5971975
2 3 380607
2 2 8768417
2 4 5225122
3 5060559 9
2 52436 -1
3 4649081 4
2 9 5060559
3 1648919 10
2 98163 -1
2 2 9506629
2 8 9969080
3 4932129 4
2 3 1648943
2 11381 5345750
2 76996 -1
2 56797 -1
3 2280802 7
3 9324494 1
3 9972586 6
2 8 9999912
2 15931 -1
2 4 4649081
2 4 4932129
2 8 1648919
2 7 2280802
2 5 8249904
2 7 8226558
2 9 8226565
2 44929 -1
2 35132 -1
2 123059 -1
2 7 8226574
2 7 8226581
2 124235 -1
2 158310 -1
2 5 9073795
2 120585 -1
3 9781390 1
2 57979 -1
3 313361 5
2 6 9969514
2 6556 9986773
2 5 313361
3 9479850 8
3 4647989 4
2 5 9972586
2 13348 -1
2 3 4648246
2 97022 -1
2 7 9479850
3 2310719 1
2 6 8226588
2 7 8226594
2 136937 -1
2 6 8226601
2 6 8226607
2 1 2310719
3 4648047 9
3 4932108 7
2 4 4647989
2 6 4648047
2 3 4648053
2 3 9073868
2 4 8226613
2 6 8226617
3 6090404 5
2 64984 -1
2 2 1648927
2 7 8226623
2 52975 -1
2 5 6090404
2 133260 -1
3 9972817 3
2 3 9520342
2 7 8226630
3 5060659 10
2 4 5060659
2 118312 -1
2 73312 -1
3 4932126 3
2 1 5061139
2 7 8226637
2 77141 -1
2 10 8226644
3 4649112 1
2 4 5060663
2 8 8226654
2 1 4649112
2 6 8226662
3 2290875 5
2 3 4932126
2 5 2290875
3 8983789 9
2 1 5225126
2 2 5060667
2 103417 -1
3 5382720 -1
2 7 8983789
2 5 8226668
2 3 9607152
2 55202 -1
2 1 5225247
2 30078 -1
2 9 8226673
3 313644 8
2 7 313644
2 2 8983796
2 5 8226682
3 9479873 8
2 34577 -1
2 73137 -1
2 3 9972817
2 118190 -1
2 6 9479873
2 121472 -1
2 8 8226687
3 4647664 5
3 1649082 4
3 2150396 8
2 5 4647664
2 4 1649082
3 9781350 5
2 98316 -1
2 2 9479879
2 10 8226695
2 6 2150396
2 6 8226705
2 8 8226711
2 152812 -1
2 3 9781350
2 10 8226719
2 1 313651
2 58408 -1
2 2 2150402
2 10 8226729
3 4935941 3
2 4 8226739
2 6 8226743
2 2 9781353
2 84761 -1
2 5 8226749
2 4 8226754
3 8249645 3
2 5 8226758
2 9 8226763
2 2 9935108
2 2 9972830
2 10 8226772
3 5225078 8
2 7 5225078
2 70672 -1
2 4 8226782
3 9085085 5
2 8 8226786
2 2 9972842
3 4330753 6
2 10 8226794
3 9972947 9
2 3 4935941
2 8 9972947
2 10 8226804
2 43763 -1
3 5075219 9
2 4 9085085
2 67358 -1
2 3 8249645
3 5225195 5
2 71437 -1
3 5972357 1
2 6 4330753
3 9073956 7141
2 10 8226814
3 8790672 6
2 24675 -1
3 9520052 4
2 8 5075219
2 18754 -1
2 71132 -1
2 8 8226824
3 9085326 4
2 1 5075227
2 10 8226832
2 3 9085326
2 2 9972872
2 103720 -1
2 1 5225085
2 27661 -1
2 8 8226842
2 8 8226850
2 3 9520052
2 5 5225195
2 53931 -1
2 1 5225300
3 8249898 6
2 86974 -1
2 75036 -1
3 9969287 6
2 107315 -1
2 7 8226858
2 113218 -1
3 2750895 10
2 1 5972357
3 6090308 3
2 1 6090286
3 4648443 5
3 9506196 5
2 10 2750895
2 4 4648443
2 8 8226865
2 4 9506196
2 7 8226873
2 6 8249898
2 1 4648447
3 4648894 2
2 77055 -1
2 3 6090308
2 3 8790672
2 10 8226880
3 9390936 8
3 4647429 8
2 68468 -1
3 9519927 2
2 8 4647429
2 2 4648894
2 5 9969287
3 5881488 10
2 7 9390935
2 7 5881488
2 3 5881495
3 8249573 7
3 8615092 3
2 66309 -1
2 32314 -1
2 77976 -1
2 3 8615092
2 10 8226890
2 3 8790675
2 152797 -1
2 9 8226900
3 9214300 9
2 29308 -1
3 9607180 1
2 93922 -1
2 7 8249573
3 4649287 57516
2 9 9214300
2 5 8226909
2 1 6090294
2 69044 -1
2 2 9390942
3 4801652 8
2 1 8179839
3 313144 9
3 5060737 9
2 8 4801652
2 1 8179978
2 1 8180026
3 313590 2
2 6 313144
2 9 5060737
3 9519849 6
3 4009507 8
2 192189 -1
2 4 4009507
2 10 9993329
3 9324653 8
2 3 313150
3 4648687 1
2 6 9324653
3 2280693 7
3 56502 -1
3 1649049 7
2 128668 -1
2 3 9324659
2 10 9993339
2 4 4009511
2 71787 -1
2 8 9993349
2 7 1649049
2 4 2280693
3 9324419 7
2 8 9993357
3 9607134 5
3 313477 1
2 8 9993365
2 10 9993373
2 5 9607134
2 1 313477
3 9221222 -1
2 10 9993383
2 95337 -1
2 8 9993393
2 8 9993401
3 8777313 9
2 7 9324419
2 10 9993409
2 6 8777313
3 395502 5
2 114803 -1
2 1 4648687
3 4648367 5
2 9 9993419
2 9 9993428
2 1 8249534
2 1 8249618
3 5972204 10
3 313367 6
3 9479917 5
2 33726 4649287
2 5 395502
2 3 2280697
2 10 5972204
2 10 9993437
2 6 313367
2 101029 -1
3 8777264 6
2 3 8777319
2 1 8249637
2 8 9993447
2 6 8777264
2 171774 -1
3 5881686 7
2 64209 -1
2 44061 -1
2 6 5881686
2 2 313590
3 4935941 3
2 10 9993455
3 4648697 1
3 313283 1
2 7 9993465
2 8 9993472
3 8790666 6
2 8 9993480
2 7 9993488
2 9 9993495
2 5 4648367
3 4649252 1
2 3 4935941
2 132980 -1
2 10 9993504
3 4009526 10
2 1 313283
3 313652 2
2 55469 -1
3 4648511 7
2 5 9479917
2 3 8790666
3 9969639 3
2 91186 -1
3 8983460 9
2 3 8790669
2 10 4009526
3 9480197 9
3 4330444 7
2 1 4648697
2 4 4330444
2 131503 -1
2 6 4648511
2 10 9993514
3 5088364 9
2 119606 -1
2 4 5088364
2 163179 -1
2 7 8983460
2 1 4648517
3 2310738 10
2 8 9480197
2 9 2310738
2 9 9993524
2 7 9993533
2 9 9993540
2 18348 4683013
2 4 5088368
2 4 9993549
2 1 2310747
2 7 9993553
2 6 9993560
2 6 9993566
3 9084875 2
2 5 9993572
2 2 313652
2 5 9993577
2 4 9993582
2 7 9993586
2 43634 -1
2 6 9993593
2 3 4330448
3 9409393 8
2 2 8983467
2 7 9409393
2 6 9993599
3 4194340 2
2 7 9993605
2 2 4194340
2 5 9993612
2 8 9993617
3 9935244 2
2 9 9993625
2 2 9084875
2 94422 -1
2 1 4649252
3 9324683 8
3 9085278 3
3 5972338 10
2 1 5088372
2 59865 -1
2 2 9519927
2 2 9935244
2 157403 -1
2 8 9324683
2 9 5972338
3 313700 3
3 4973564 10
3 1097413 -1
2 4 9085278
2 4 4973564
2 2 9972937
2 9 9993634
2 27776 -1
2 5 4973568
2 9 9993643
2 7 9993652
2 2 9972962
3 2750843 4
3 9603518 2
2 145018 -1
2 24334 -1
2 6 9993659
2 7 9993665
2 8 9993672
2 2 9603518
3 313447 7
2 6 313447
2 6 9993680
2 5 9993686
2 3 313700
2 82002 -1
3 4633659 9
2 4 2750843
2 6 4633659
3 5075205 4
3 5060844 10
2 94149 -1
3 9969909 5
2 9 5060844
2 2 4633665
3 8260863 1
3 9993540 9
2 10 9993691
2 10 9993701
2 101113 -1
2 9 9993540
2 3 9969639
2 4 5075205
2 2 9969909
2 95304 -1
2 4 9993711
2 8 9993715
2 44871 -1
2 9 9993723
2 10 9993732
3 8179734 8
2 2 9969911
2 7 8179734
3 313720 1
